system:index,PfafIDIrrWW_yearY2014M12,countIrrWW_yearY2014M12,meanIrrWW_yearY2014M12,.geo
3298,172495,5416,5.25310562113938E-4,
3299,172496,2152,0.0,
3300,172497,5058,0.0015797307635941524,
3301,172498,10941,0.011356334765689917,
3302,172499,5808,2.214641465223329E-4,
3303,172510,21396,0.7026095250907377,
3304,172521,437,0.6277005175251623,
3305,172522,10648,0.0,
3306,172523,6255,0.0,
3307,172524,5666,0.0,
3308,172525,423,0.0,
3309,172526,3748,0.0,
3310,172527,6488,0.0,
3311,172528,7048,8.00295003837925E-4,
3312,172529,2605,0.0,
3313,172530,16733,0.36445447312442886,
3314,172541,1588,0.18297216878707512,
3315,172542,3073,0.053345718356108615,
3316,172543,9454,4.698826473834258E-5,
3317,172544,4441,0.0,
3318,172545,1259,0.0,
3319,172546,10686,0.0,
3320,172547,3559,0.01199631731146724,
3321,172548,1536,1.2659076669619922E-4,
3322,172549,5205,0.01632622196363146,
3323,172551,27368,0.22125738607776055,
3324,172552,8308,0.011508186010844947,
3325,172553,1461,0.08461519923881314,
3326,172554,10833,0.00530119246998992,
3327,172555,26230,0.008742158556585352,
3328,172556,16420,0.0,
3329,172557,1702,0.0,
3330,172558,11136,0.005126527061373336,
3331,172559,681,0.007916984400529719,
3332,172560,17771,4.510432489129358E-5,
3333,172570,489,0.04511941877950332,
3334,172581,1814,0.013432723481301707,
3335,172582,11315,0.0,
3336,172583,2228,0.0,
3337,172584,16997,0.0,
3338,172585,3,0.0,
3339,172586,2093,0.0,
3340,172587,2106,0.0,
3341,172588,1885,0.0,
3342,172589,11301,1.9593705605843418E-5,
3343,172590,16495,0.0,
3344,172610,118,0.0,
3345,172620,23057,0.0,
3346,172630,22723,0.0,
3347,172641,433,0.0,
3348,172642,9202,0.0,
3349,172643,737,0.0,
3350,172644,2843,0.0,
3351,172645,7405,1.6151783221892254E-4,
3352,172646,5594,0.0,
3353,172647,3208,0.0,
3354,172648,8307,0.0,
3355,172649,7862,7.954346740797862E-4,
3356,172650,23597,0.0,
3357,172660,26765,6.088927143485624E-5,
3358,172670,20941,0.0,
3359,172681,1056,0.0,
3360,172682,6566,0.0,
3361,172683,3622,0.0,
3362,172684,2893,0.0,
3363,172685,1539,0.0,
3364,172686,5904,0.0,
3365,172687,7884,0.0,
3366,172688,7913,0.0,
3367,172689,6255,0.0,
3368,172691,306,0.0,
3369,172692,15172,0.0,
3370,172693,6236,0.0,
3371,172694,10021,0.0,
3372,172695,1128,0.0,
3373,172696,2597,0.0,
3374,172697,3332,0.0,
3375,172698,3051,0.0,
3376,172699,3862,0.0,
3377,172701,702,0.0,
3378,172702,7605,0.0,
3379,172703,587,0.0,
3380,172704,25665,0.0,
3381,172705,11,0.0,
3382,172706,3648,0.0,
3383,172707,898,0.0,
3384,172708,1845,0.0,
3385,172709,2160,0.0,
3386,172810,30318,6.014599985611183E-4,
3387,172821,1378,0.0,
3388,172822,3264,0.0,
3389,172823,950,0.0,
3390,172824,18354,0.0,
3391,172825,3304,0.0,
3392,172826,8458,0.0,
3393,172827,337,0.0,
3394,172828,4952,0.0,
3395,172829,10580,0.0,
3396,172830,9207,0.0,
3397,172841,1343,0.0,
3398,172842,88261,0.0,
3399,172843,704,0.0,
3400,172844,16890,0.0,
3401,172845,11416,0.0,
3402,172846,22907,0.0,
3403,172847,17803,0.0,
3404,172848,6120,0.0,
3405,172849,15102,0.0,
3406,172850,500,0.0,
3407,172861,7331,0.0,
3408,172862,13035,0.0,
3409,172863,6967,0.0037605636875977367,
3410,172864,21854,0.0,
3411,172865,6497,0.0,
3412,172866,11221,0.0,
3413,172867,4437,0.0,
3414,172868,7085,0.0,
3415,172869,10008,0.0,
3416,172870,8677,0.0,
3417,172881,8792,0.0,
3418,172882,96040,0.0,
3419,172883,20743,0.0,
3420,172884,6865,0.0,
3421,172885,757,0.0,
3422,172886,9147,2.235877439628043E-5,
3423,172887,7229,0.0,
3424,172888,9390,1.092193256670671E-4,
3425,172889,17876,0.0,
3426,172891,5368,0.0,
3427,172892,44491,0.0,
3428,172893,3827,0.0,
3429,172894,45626,0.0010515980669041486,
3430,172895,16900,0.0,
3431,172896,16125,0.0,
3432,172897,30446,0.0,
3433,172898,7115,0.0,
3434,172899,12815,0.0,
3435,172911,13305,0.0,
3436,172912,32945,0.0,
3437,172913,11200,0.0,
3438,172914,15516,0.0,
3439,172915,17393,0.0,
3440,172916,4642,0.0,
3441,172917,1594,0.0,
3442,172918,6501,0.0,
3443,172919,2739,0.0,
3444,172921,182,0.0,
3445,172922,3697,0.0,
3446,172923,476,0.0,
3447,172924,2384,0.0,
3448,172925,1962,0.0,
3449,172926,15023,5.721433132879807E-5,
3450,172927,3292,0.0,
3451,172928,1900,0.0,
3452,172929,7945,0.0,
3453,172930,25689,0.0,
3454,172941,15377,6.943522117160463E-5,
3455,172942,9753,4.139439267045975E-5,
3456,172943,10626,0.0,
3457,172944,15211,5.28685690420646E-4,
3458,172945,552,0.0,
3459,172946,4101,0.0027124952291895897,
3460,172947,3542,0.0011117671411619704,
3461,172948,2334,0.0,
3462,172949,4953,0.0,
3463,172951,4113,0.0,
3464,172952,2710,3.799320547250963E-5,
3465,172953,6341,4.2336843079767084E-4,
3466,172954,19100,6.055003465756583E-5,
3467,172955,994,0.0,
3468,172956,4853,1.633785814593262E-7,
3469,172957,2008,0.0,
3470,172958,5255,6.65493151317546E-4,
3471,172959,398,0.0,
3472,172961,521,0.0,
3473,172962,3561,1.2992722113574059E-5,
3474,172963,2475,5.191046749647447E-5,
3475,172964,12529,0.0022143634720278075,
3476,172965,3443,0.0,
3477,172966,11759,0.0,
3478,172967,1831,1.2793118240360546E-5,
3479,172968,7774,0.0,
3480,172969,6435,0.0,
3481,172971,4787,4.3703836385732784E-4,
3482,172972,24869,0.0016455468476374697,
3483,172973,1939,1.9162525819397277E-7,
3484,172974,25349,5.7879059615709185E-5,
3485,172975,48,0.0,
3486,172976,32734,0.003416664322862266,
3487,172977,27792,5.868479122434851E-6,
3488,172978,21566,1.9234933633108337E-4,
3489,172981,1072,0.0,
3490,172982,5907,9.849330693568787E-8,
3491,172983,19688,3.892163222083518E-8,
3492,172984,13273,6.658743956190537E-5,
3493,172985,538,0.0,
3494,172986,22030,2.3304958446438624E-4,
3495,172987,1498,7.114135663518094E-5,
3496,172988,13883,1.8241398652312144E-5,
3497,172989,22027,7.279642893532954E-6,
3498,172991,11392,0.0,
3499,172992,7866,0.0,
3500,172993,7349,0.0,
3501,172994,4322,0.011028935495652285,
3502,172995,7804,0.0011500821833343845,
3503,172996,14268,0.0015108606397375034,
3504,172997,5310,0.0027002050583556135,
3505,172998,6309,0.00553554027789436,
3506,172999,9932,0.0030302558231700798,
3507,173000,28340,1.346903028736024,
3508,181100,33535,0.0015504085376189035,
3509,181201,5708,0.046872744866284274,
3510,181202,2587,0.01030048399878915,
3511,181203,6112,0.00861791845287568,
3512,181204,1728,6.568839080785801E-4,
3513,181205,1584,0.0014733653631722706,
3514,181206,13413,0.0034181382130872083,
3515,181207,3167,1.0853733772846811E-5,
3516,181208,3778,0.0014969589936946186,
3517,181209,2997,0.005936991622845954,
3518,181300,22838,0.02096204492028375,
3519,181401,6622,0.07418648108958469,
3520,181402,3980,9.563154117357531E-4,
3521,181403,6709,0.005075206483992677,
3522,181404,5258,0.003281514628650145,
3523,181405,6039,0.0011069799244578982,
3524,181406,12294,0.02115432830981404,
3525,181407,1773,3.18417136303826E-4,
3526,181408,9674,0.013317727743061145,
3527,181409,16499,0.036675876975123735,
3528,181500,26927,0.061067181726602096,
3529,181601,7428,0.037494072756161664,
3530,181602,20539,0.026216451684842875,
3531,181603,291,0.07425458330773282,
3532,181604,8953,0.02234518917837498,
3533,181605,2474,0.003253504597811298,
3534,181606,4390,0.019953307583854493,
3535,181607,7217,0.01674683583494285,
3536,181608,2535,0.018345155816607,
3537,181609,5606,0.013322035714579756,
3538,181701,1012,0.026818142246111856,
3539,181702,16411,0.00548086747944755,
3540,181703,12915,0.026244995377926503,
3541,181704,9728,0.006522014457682718,
3542,181705,8856,0.01606300212906134,
3543,181706,10506,0.017317523621011115,
3544,181707,11294,0.008633055571623856,
3545,181708,23079,0.006507327619541753,
3546,181709,2851,0.06916508893699276,
3547,181801,4091,0.1461201376049176,
3548,181802,15717,0.007344837688111261,
3549,181803,3746,0.01364089975116969,
3550,181804,15659,0.0072216118809799385,
3551,181805,1075,0.02904178813435914,
3552,181806,4512,0.010695291912813562,
3553,181807,3354,2.079075615329181E-4,
3554,181808,5950,0.011787057662995589,
3555,181809,14579,0.01701068414695809,
3556,181910,13109,0.11634594066387738,
3557,181920,34554,0.014891102271410278,
3558,181931,11839,0.03649476442664865,
3559,181932,6425,0.010474103498352915,
3560,181933,38655,0.032186096532605964,
3561,181934,5803,0.01586878181006705,
3562,181935,14810,0.014668501822511231,
3563,181936,7099,0.012811659744669327,
3564,181937,11747,0.0058110040762761345,
3565,181938,4883,7.153721422872007E-4,
3566,181939,3277,0.008789541684956957,
3567,181940,15596,0.031134950925759214,
3568,181950,26981,0.015984484286633294,
3569,181960,21939,0.008381867879854557,
3570,181971,9002,0.002883649717762773,
3571,181972,8730,0.0021135709430696865,
3572,181973,3864,0.0029732546227906795,
3573,181974,3471,0.00954576628758879,
3574,181975,1898,0.011424206406268884,
3575,181976,5568,0.0018182075120458509,
3576,181977,386,0.019956968379849904,
3577,181978,5165,0.004741339553895877,
3578,181979,2551,0.005809431829456224,
3579,181980,21448,0.010203508809094456,
3580,181991,1501,0.0326441212840224,
3581,181992,1949,0.0036028900895762428,
3582,181993,2585,0.0021810262475628235,
3583,181994,2795,0.020723127268072503,
3584,181995,3884,0.029916661890573234,
3585,181996,16232,0.006944810940603591,
3586,181997,3454,0.004694204972410156,
3587,181998,6684,0.0,
3588,182000,0,0.0,
3589,183000,0,0.0,
3590,184000,2684,0.0,
3591,185000,0,0.0,
3592,186000,0,0.0,
3593,187000,0,0.0,
3594,188000,0,0.0,
3595,211011,6,0.0,
3596,211012,8464,0.07991634004382146,
3597,211013,10528,0.00772674046105733,
3598,211014,32142,0.0032057641567385807,
3599,211015,2664,0.3347655477332747,
3600,211016,4805,0.05540547838190287,
3601,211017,29696,0.13739589080596085,
3602,211018,35535,0.20979765195784578,
3603,211019,2318,0.07720059325000235,
3604,211020,26675,0.10771384490726665,
3605,211031,1356,0.3062711238556431,
3606,211032,31281,0.1791948937472416,
3607,211033,1267,0.4241464298649574,
3608,211034,30669,0.07285690484711838,
3609,211035,9903,0.13851602066406782,
3610,211036,15833,0.04920253807245433,
3611,211037,13888,0.059591161074058194,
3612,211038,3875,0.049691182939905244,
3613,211039,528,0.3524974280528421,
3614,211040,13347,0.03849913902335984,
3615,211050,8497,0.09561155345166507,
3616,211051,2,0.21470640503960006,
3617,211052,9989,0.04623072882257287,
3618,211053,38139,0.054314946280345895,
3619,211054,39235,0.07829916086283917,
3620,211055,11373,0.14584660082049417,
3621,211056,25007,0.08882191828505497,
3622,211057,25928,0.031599447717151036,
3623,211058,35936,0.024150827626649243,
3624,211059,7450,0.0159529657025485,
3625,212000,30083,0.06558032218174879,
3626,213010,9343,0.027786464989213538,
3627,213021,2995,0.0914796854858476,
3628,213022,17106,0.0438190971331377,
3629,213023,5770,0.09436768865723469,
3630,213024,13539,0.003051785757998879,
3631,213025,21,0.08217347693116196,
3632,213026,8750,0.016263902580052503,
3633,213027,4614,0.013878011886173013,
3634,213028,5321,0.004735528096265586,
3635,213029,24026,0.002835272334860653,
3636,213030,19325,0.0200084741334694,
3637,213040,26215,0.020247398523641526,
3638,213050,11112,0.033819431776511324,
3639,213060,38200,0.017441126489625838,
3640,213070,2143,0.010469404895531444,
3641,213071,8429,0.08222940254896373,
3642,213072,10294,0.024435415859276083,
3643,213073,2493,0.03800315961696545,
3644,213074,16394,0.10109784669533882,
3645,213075,91110,0.05340214473163931,
3646,213076,10388,0.030682428700685827,
3647,213077,237,0.13138216689015356,
3648,213078,9395,0.045683759029199196,
3649,213079,13752,0.055097649476073964,
3650,213080,27541,0.008884848630289025,
3651,213090,9430,8.44082891056822E-4,
3652,213091,3910,2.9453578781677336E-4,
3653,213092,11763,5.021145626922743E-4,
3654,213093,3012,4.2718878109575904E-4,
3655,213094,8220,1.1771286280244712E-4,
3656,213095,2307,4.40047987567401E-4,
3657,213096,4072,2.8999575931238915E-4,
3658,213097,26386,6.71941739500346E-4,
3659,213098,6435,0.0048388704118600785,
3660,213099,1008,0.03636099763753274,
3661,214010,22692,0.04056849927772234,
3662,214020,8032,0.03288050623282871,
3663,214030,78,0.02933759360537092,
3664,214040,24339,0.01845812111094124,
3665,214050,262,0.08890159747733214,
3666,214061,16940,0.07697339128486051,
3667,214062,10977,0.09943074484123428,
3668,214063,9294,0.059296885051311574,
3669,214064,13154,0.03066725829444376,
3670,214065,9259,0.06727025034393111,
3671,214066,13526,0.017027479285447737,
3672,214067,5948,0.07442055848831526,
3673,214068,13383,0.029405621387095824,
3674,214069,28865,0.05385728705336084,
3675,214070,2554,0.14583596781899183,
3676,214080,9154,0.05829415844666342,
3677,214091,27524,0.015776494702553538,
3678,214092,5017,0.013508432694219336,
3679,214093,14594,0.013276626404041049,
3680,214094,3694,0.09506723587064891,
3681,214095,3540,0.05946850874312937,
3682,214096,4512,0.04010299841645083,
3683,214097,16332,0.02937004743137382,
3684,214098,4716,0.012808946709946114,
3685,214099,3405,0.017488996361122357,
3686,215001,40483,0.030111020835041663,
3687,215002,9183,0.04019773990922055,
3688,215003,518,0.14417003344543158,
3689,215004,6419,0.038285063308108803,
3690,215005,4630,0.0997934955983226,
3691,215006,28059,0.027888051140348022,
3692,215007,19842,0.03274678907519512,
3693,215008,14728,0.015375669254971828,
3694,215009,11122,0.0039048475022051103,
3695,216010,20714,0.006056136511295844,
3696,216021,4873,0.03813597419980941,
3697,216022,23269,0.010769569521376874,
3698,216023,20911,0.015724323648028064,
3699,216024,19542,0.002458533161468565,
3700,216025,7670,0.016336762979827564,
3701,216026,34517,0.00349869082990852,
3702,216027,16640,0.004831030051575227,
3703,216028,20390,0.005318700613973287,
3704,216029,13428,0.0024860680950956997,
3705,216031,6757,0.03005600634993629,
3706,216032,4226,0.008428604241231891,
3707,216033,2904,0.007885656015443433,
3708,216034,8411,0.014842664667042963,
3709,216035,11126,0.012843577841810828,
3710,216036,4978,0.020760389579345558,
3711,216037,4337,0.02141613721327793,
3712,216038,7815,0.0037000739396352597,
3713,216039,5232,0.04045724873217878,
3714,216041,7598,0.048165533362524375,
3715,216042,35667,0.059351426689645465,
3716,216043,18375,0.015719357809587504,
3717,216044,6316,0.026045768304153127,
3718,216045,2381,0.02697657259536316,
3719,216046,15772,0.015517714361782065,
3720,216047,10014,0.0787488272918531,
3721,216048,13779,0.018909818187549596,
3722,216049,23908,0.021539361503964235,
3723,216050,24083,0.07545082560415316,
3724,216060,32997,0.06790945794467969,
3725,216070,5513,0.10985483535347865,
3726,216080,25879,0.10757579859345745,
3727,216090,31339,0.08041531716146648,
3728,217000,7567,0.04097748478341622,
3729,218001,37220,0.04069910213624933,
3730,218002,13998,0.001836024123875265,
3731,219000,38328,0.015536482549902126,
3732,221001,12073,0.05336976166089895,
3733,221002,22720,0.05875450915772875,
3734,221003,877,3.2907927688649667E-4,
3735,221004,594,3.133852656928029E-5,
3736,221005,18057,0.050274883484165686,
3737,221006,1741,0.015604771952453992,
3738,221007,867,3.409798964872568E-4,
3739,221008,27720,0.030727134917012046,
3740,221009,1692,0.0460356938968318,
3741,221100,4876,0.0,
3742,221201,8145,0.043560272093509565,
3743,221202,3717,0.07417168941867233,
3744,221203,16185,0.027285705943345683,
3745,221204,7037,0.009086647873980098,
3746,221205,589,0.01754270337639691,
3747,221206,10876,0.008146751403691357,
3748,221207,541,0.028647170646042334,
3749,221208,31686,0.038746535439052474,
3750,221209,16349,0.06096411333046466,
3751,221300,45999,0.011561040222306003,
3752,221400,4590,0.05791403333947992,
3753,221401,5992,0.03350585437616376,
3754,221402,10819,0.02744904648579413,
3755,221403,1576,0.0380253015829942,
3756,221404,5211,0.032898967738997045,
3757,221405,8254,0.04116049621329627,
3758,221406,28351,0.04442187716795093,
3759,221407,889,0.05295352750006129,
3760,221408,5490,0.025998938730772973,
3761,221409,51518,0.033296168154394054,
3762,221500,4561,0.08877601958444559,
3763,221601,3544,0.05676467548632623,
3764,221602,34575,0.047245164579112216,
3765,221603,5765,0.08547860285735684,
3766,221604,2477,0.03328609397343468,
3767,221605,13,0.0,
3768,221606,1720,0.04956527005966996,
3769,221607,608,0.01776309997930642,
3770,221608,2136,3.231569379908778E-4,
3771,221609,4640,0.05193639694152004,
3772,221700,36835,0.008371902302851161,
3773,221800,33847,0.020649773507561368,
3774,221901,4658,0.0,
3775,221902,21309,0.03494686969043622,
3776,221903,2533,0.0,
3777,221904,6446,0.0,
3778,221905,3517,0.0,
3779,221906,3332,0.0,
3780,221907,3318,0.0,
3781,221908,2488,0.0,
3782,222010,15852,0.0,
3783,222021,1500,9.566743225828509E-4,
3784,222022,5256,0.030950489680219587,
3785,222023,12465,0.02097622030422272,
3786,222024,9861,2.3933208695715722E-4,
3787,222025,226,0.040983248979982435,
3788,222026,20652,0.002899872454967644,
3789,222027,8377,0.009668790513840852,
3790,222028,5186,2.9999065251146844E-5,
3791,222029,22052,0.0034748042125853757,
3792,222030,19321,0.04061807788658662,
3793,222040,22592,0.0062402433054364465,
3794,222050,2886,0.0,
3795,222060,15502,0.0028137203232332484,
3796,222070,3975,0.0,
3797,222080,8495,0.0,
3798,222090,27,0.0,
3799,223100,13064,0.005141976187165095,
3800,223201,11780,0.05084485919265941,
3801,223202,3981,0.0020518745686955104,
3802,223203,910,0.012407097164099906,
3803,223204,25212,0.018969239535891518,
3804,223205,5050,4.782835220928474E-6,
3805,223206,6368,0.028080723014031157,
3806,223207,16839,0.0068105154737641985,
3807,223208,3817,0.0026278161707442224,
3808,223209,10434,0.00428249706548605,
3809,223300,37288,0.009370808439897025,
3810,223401,14794,1.716015398659493E-5,
3811,223402,18712,4.2406865947743694E-5,
3812,223403,12318,0.005400830881047607,
3813,223404,9556,0.008129168349175483,
3814,223405,11356,0.010277458459057667,
3815,223406,13301,0.008566575872739287,
3816,223407,27531,0.014343501465817029,
3817,223408,27113,0.008134820303506844,
3818,223409,41880,0.007279415981749986,
3819,223501,11495,0.03244353102576855,
3820,223502,5724,0.003607430238168884,
3821,223503,2243,0.001206972694514686,
3822,223504,5330,0.005291744836534526,
3823,223505,9126,0.005731423631857631,
3824,223506,21955,0.003051751049119049,
3825,223507,17910,0.00798246565928103,
3826,223508,16979,0.004434997149643163,
3827,223509,7734,0.00235714539741567,
3828,223601,1847,0.004371089581673871,
3829,223602,3864,0.004504329122082619,
3830,223603,13791,0.004978756976045628,
3831,223604,16343,0.002719157678905465,
3832,223605,3677,0.003543615882996318,
3833,223606,6262,4.163872468931137E-4,
3834,223607,293,0.0,
3835,223608,3711,0.0,
3836,223609,14869,9.701607693354973E-5,
3837,223700,672,0.0033231458109699375,
3838,223801,7220,0.004691575282547128,
3839,223802,17401,0.0054637888292864,
3840,223803,9141,0.005032258929636003,
3841,223804,14195,0.006484971424315283,
3842,223805,4468,0.0056028650604463765,
3843,223806,25295,0.005171875694529079,
3844,223807,22914,0.001408151249603358,
3845,223808,6354,0.005727858086455812,
3846,223809,7607,0.002194762458220621,
3847,223910,30883,0.004281927404298472,
3848,223920,10412,0.007411485316458198,
3849,223930,6369,0.0049422701497977535,
3850,223940,16509,0.0062770492773038915,
3851,223950,23925,0.006182626845635583,
3852,223960,40814,0.007162675551543756,
3853,223970,14677,0.007908353020140634,
3854,223980,25367,0.006119030481815307,
3855,223990,32627,0.004922859645099913,
3856,224001,3279,0.0,
3857,224002,12265,0.007569988264041898,
3858,224003,5774,0.010372009417291843,
3859,224004,8676,0.021040549885051343,
3860,224005,11530,0.0053642729645821995,
3861,224006,8021,0.0027838816123979386,
3862,224007,7984,0.054236213414562105,
3863,224008,32172,0.04712236279167268,
3864,224009,37833,0.05059882200656589,
3865,225111,6470,0.06171751250227654,
3866,225112,25236,0.012244790074924315,
3867,225113,13778,0.02239177924190111,
3868,225114,7331,0.026781300765788624,
3869,225115,10308,0.03430236099644133,
3870,225116,4986,0.007416022085550321,
3871,225117,5426,0.023588697558438912,
3872,225118,4902,0.008547445622920691,
3873,225119,267,0.0,
3874,225120,39726,0.011059593092132083,
3875,225130,23067,0.012405696099430723,
3876,225140,26299,0.004308512879416368,
3877,225150,4301,0.0037671815206657727,
3878,225160,41615,0.002157884648987275,
3879,225170,12712,0.002600620283875143,
3880,225180,35146,0.005546220433209532,
3881,225190,51294,0.004744987652371901,
3882,225201,16515,0.0014970717384619808,
3883,225202,15685,3.4237174585564147E-4,
3884,225203,7670,8.450783549142213E-4,
3885,225204,52353,0.00467103123009683,
3886,225205,15421,0.0012281505941483706,
3887,225206,11658,5.197323464699394E-4,
3888,225207,1079,2.9691578195104935E-4,
3889,225208,10249,9.614338101034473E-4,
3890,225209,37573,5.949771985969279E-4,
3891,225300,36400,0.0035027013469508352,
3892,225410,2284,0.0011086442635280195,
3893,225420,15094,0.0018803994160349034,
3894,225430,21572,6.494776347975253E-4,
3895,225440,18387,6.880185695577123E-4,
3896,225450,43783,8.348633132847752E-4,
3897,225461,2937,9.571407834559379E-4,
3898,225462,2804,3.0348463643373186E-4,
3899,225463,799,0.0012804072686055077,
3900,225464,3906,3.400329277381268E-4,
3901,225465,1147,8.095009914455091E-4,
3902,225466,38327,6.905137878594272E-4,
3903,225467,12646,3.2220122017225753E-4,
3904,225468,7248,1.342800031014666E-4,
3905,225469,4038,0.0010889210659356257,
3906,225470,2630,4.26726477781521E-4,
3907,225480,25003,0.0011303961753771196,
3908,225490,21945,8.959042501695718E-4,
3909,225500,7926,7.865976749379869E-4,
3910,225601,7151,7.102813629569203E-4,
3911,225602,20914,3.5350129380239684E-4,
3912,225603,936,0.0030592774608758197,
3913,225604,10771,4.325169439655227E-4,
3914,225605,7642,6.188151589653441E-4,
3915,225606,9739,7.664945091176556E-4,
3916,225607,5657,2.2153440735496756E-4,
3917,225608,12928,1.7954412781470927E-4,
3918,225609,6690,5.3442097201420694E-5,
3919,225700,5041,0.001333887946124058,
3920,225800,49101,5.434610097484172E-4,
3921,225901,4294,8.805192601626794E-4,
3922,225902,9773,4.5396267872085884E-4,
3923,225903,27651,4.418827906341187E-4,
3924,225904,6731,5.238379961269903E-5,
3925,225905,2599,5.387587827450327E-5,
3926,225906,2913,6.688551275374706E-5,
3927,225907,4435,6.57943727484912E-5,
3928,225908,2698,2.7937780481456404E-5,
3929,225909,2769,6.494605680088643E-5,
3930,226010,1860,0.028641811698771218,
3931,226021,401,4.903938961364731E-4,
3932,226022,16990,0.008877646013626922,
3933,226023,16955,0.012705555450650679,
3934,226024,29395,5.877822798608026E-4,
3935,226025,49,0.0,
3936,226026,4272,0.0016179677382741808,
3937,226027,13721,0.0022001128321330857,
3938,226028,5006,0.0018815793742369088,
3939,226029,24976,9.318794305712239E-4,
3940,226030,4860,0.00675006077331209,
3941,226040,9254,0.004969196215903177,
3942,226050,12306,0.014173406772792505,
3943,226061,19817,0.0381723895572132,
3944,226062,13447,0.010723501454487035,
3945,226063,35617,0.011050496813368728,
3946,226064,6007,5.172416748890082E-4,
3947,226065,2934,8.801583599696125E-4,
3948,226066,7010,0.0016966044912158414,
3949,226067,27950,9.101880006178196E-4,
3950,226068,10636,3.1951785505584503E-6,
3951,226069,5169,0.0,
3952,226070,5110,0.022449737755674364,
3953,226080,9097,0.004300883715454619,
3954,226090,2064,0.07970439089261065,
3955,227101,1605,0.061183260357461834,
3956,227102,5469,0.03848657591511426,
3957,227103,568,0.060365244237926816,
3958,227104,7151,0.011222389221877585,
3959,227105,925,0.006889621526156427,
3960,227106,1601,0.028263317359973325,
3961,227107,930,0.03829241639002579,
3962,227108,49112,0.008386201715870891,
3963,227109,511,0.009697583393000538,
3964,227201,3324,0.1387941826480853,
3965,227202,9184,0.02465409200577775,
3966,227203,8226,0.028338423275432432,
3967,227204,12369,0.008870292110751325,
3968,227205,1833,0.013718838198698593,
3969,227206,7478,3.2087024020915287E-4,
3970,227207,1922,0.006397916714264874,
3971,227208,11990,2.6524719777263164E-4,
3972,227209,21384,0.0027619480810322653,
3973,227310,7794,0.1006473399055666,
3974,227320,20744,0.05304019090366943,
3975,227330,24808,0.07786307175132644,
3976,227340,20726,0.025875747862141932,
3977,227350,42978,0.02675957896090355,
3978,227360,40021,0.016168281683755975,
3979,227371,6767,0.026168252336301566,
3980,227372,13782,0.0021808658078319417,
3981,227373,1406,0.1294353392621588,
3982,227374,6887,0.009892572426974588,
3983,227375,332,0.0649341004244537,
3984,227376,16688,0.01331512719603824,
3985,227377,14253,0.0564782637222757,
3986,227378,7963,0.0020834157558762695,
3987,227379,22494,0.006545832576082232,
3988,227381,1428,0.0016723817256570188,
3989,227382,2230,6.076427681617041E-4,
3990,227383,6809,3.216112968193956E-4,
3991,227384,24922,0.0010216774233219891,
3992,227385,4931,1.3861473731501613E-5,
3993,227386,7630,1.237587074395725E-5,
3994,227387,6132,2.3146943404484896E-4,
3995,227388,4573,0.004409840484704426,
3996,227389,1909,5.283071829184953E-4,
3997,227390,20399,0.007278526567809648,
3998,227401,18644,0.0022661443982585883,
3999,227402,32011,3.1789810968348376E-4,
4000,227403,4904,1.3050654424353987E-4,
4001,227404,17070,1.501482996044436E-7,
4002,227405,19041,9.719940867374812E-5,
4003,227406,16230,1.6969170082047106E-7,
4004,227407,11082,1.5984294791098296E-4,
4005,227408,16596,8.68202379358771E-5,
4006,227409,21050,2.4069604696458447E-4,
4007,227500,1098,0.004519418291951621,
4008,227610,25792,0.0062777575378923185,
4009,227621,630,0.009653155360922695,
4010,227622,2592,0.007661182509712593,
4011,227623,8600,0.0045976205934384765,
4012,227624,3225,0.0022276100465161595,
4013,227625,7024,7.404284146768313E-4,
4014,227626,10498,5.391090643712831E-4,
4015,227627,1923,0.003435629808919345,
4016,227628,4961,0.0029392786413532483,
4017,227629,11392,6.354803182891542E-4,
4018,227630,9819,0.005243092510295342,
4019,227640,46290,0.007753244818008729,
4020,227650,22524,0.0038042488904472763,
4021,227660,22663,7.735052013641445E-4,
4022,227670,835,0.006745442862482847,
4023,227680,25296,0.0033804570957117522,
4024,227691,6997,0.0061451543661688104,
4025,227692,20355,0.0020188284648063183,
4026,227693,765,0.0020367888899153735,
4027,227694,5437,9.695706470932034E-4,
4028,227695,1763,0.017392612846511148,
4029,227696,3315,0.0,
4030,227697,6567,0.0,
4031,227698,8589,0.0,
4032,227699,6391,2.7812775828914835E-4,
4033,227700,9836,0.0012475334250230687,
4034,227801,4543,0.0010957316541600718,
4035,227802,2635,3.096168336181014E-5,
4036,227803,8450,5.603633998134189E-4,
4037,227804,24012,2.1927202656493036E-4,
4038,227805,11066,0.001614745753533032,
4039,227806,3916,0.0,
4040,227807,1397,3.516063933938148E-5,
4041,227808,2347,3.6402495479608526E-7,
4042,227809,9904,4.61909056725277E-5,
4043,227911,6059,0.005447895254597033,
4044,227912,7106,0.004543886069473403,
4045,227913,123,0.007032045506712906,
4046,227914,25303,0.0010737232858491115,
4047,227915,10128,0.0028818731013524937,
4048,227916,9008,7.125925423939402E-4,
4049,227917,81,0.0,
4050,227918,9560,0.001915761748456473,
4051,227919,2923,0.003575589092070996,
4052,227920,34418,0.006298399219314622,
4053,227930,2465,0.001970194506886654,
4054,227940,30560,0.004138085693877079,
4055,227950,1249,0.011606178136664952,
4056,227960,47318,0.004326773079429376,
4057,227970,48861,0.0037254495776542613,
4058,227980,44721,5.653439987381559E-6,
4059,227991,5807,2.6468725764906843E-5,
