system:index,PfafIDIndWW_monthY2014M09,countIndWW_monthY2014M09,meanIndWW_monthY2014M09,.geo
2772,158149,5379,0.0,
2773,158150,1243,0.0,
2774,158211,855,0.0,
2775,158212,71986,7.177102820445079E-7,
2776,158213,8131,5.597697167844329E-6,
2777,158214,3211,7.115460213237979E-7,
2778,158215,4043,2.16666814885282E-5,
2779,158216,18854,0.0,
2780,158217,10464,0.0,
2781,158218,3367,0.0,
2782,158219,10667,0.0,
2783,158220,5459,0.0,
2784,158230,12142,0.0,
2785,158240,849,0.0,
2786,158250,1780,0.0,
2787,158301,38126,0.0,
2788,158302,314,0.0,
2789,158303,1742,0.0,
2790,158304,14386,0.0,
2791,158305,3296,0.0,
2792,158306,4939,0.0,
2793,158307,15699,3.032415189925167E-7,
2794,158401,20393,7.811852457447044E-6,
2795,158402,10890,5.766811413037277E-7,
2796,158403,17882,4.646111682331653E-5,
2797,158404,12965,0.0,
2798,158510,19728,0.0,
2799,158520,22632,1.3834523720101828E-7,
2800,158530,22106,2.6333199948602102E-5,
2801,158540,10673,6.513090515664297E-8,
2802,158550,21761,5.810980594054625E-6,
2803,158560,18222,2.0264662825868113E-5,
2804,158570,22828,1.2559430013878327E-4,
2805,158580,15709,0.0,
2806,158590,16220,0.0,
2807,158610,4205,0.0,
2808,158620,34727,0.0,
2809,158631,388,0.0,
2810,158632,4869,0.0,
2811,158633,14,0.0,
2812,158634,6648,0.0,
2813,158635,4869,0.0,
2814,158636,5908,0.0,
2815,158637,1585,0.0,
2816,158638,3283,0.0,
2817,158639,18696,0.0,
2818,158640,7037,0.0,
2819,158650,37916,1.9616924507085047E-5,
2820,158660,650,0.0,
2821,158670,19246,6.827987820697668E-6,
2822,158680,24230,2.7192234987090433E-6,
2823,158690,13354,2.775134313402839E-6,
2824,158701,18241,0.0,
2825,158702,10111,0.0,
2826,158703,13871,0.0,
2827,158704,11173,0.0,
2828,158705,15736,1.3959615873942531E-6,
2829,158706,9291,1.762586320026383E-6,
2830,158707,3166,2.7356483881883965E-4,
2831,158708,8268,0.0,
2832,158709,9314,2.8236940103669945E-7,
2833,158801,9081,0.0,
2834,158802,18980,1.7235801363649675E-4,
2835,158803,8302,0.0,
2836,158804,9557,0.0,
2837,158805,26221,9.649794498507533E-6,
2838,158806,10710,2.0485260281793288E-5,
2839,158807,12337,1.4763386940331522E-5,
2840,158808,7314,0.0,
2841,158901,16438,2.917999277458048E-4,
2842,158902,22094,2.716575580927108E-4,
2843,158903,6911,5.195853734257791E-5,
2844,158904,14458,3.4106447766502383E-7,
2845,159011,10236,0.0,
2846,159012,42595,0.0,
2847,159013,2083,0.0,
2848,159014,14195,0.0,
2849,159015,427,0.0,
2850,159016,19547,0.0,
2851,159017,20209,0.0,
2852,159018,11782,0.0,
2853,159019,37803,0.0,
2854,159021,106792,1.817250767595382E-8,
2855,159022,2061,0.0,
2856,159023,1588,0.0,
2857,159030,13922,0.0,
2858,159040,13516,0.0,
2859,159050,18138,4.968706901336539E-8,
2860,161100,3165,0.0,
2861,161110,22503,0.0,
2862,161121,6816,0.0,
2863,161122,35905,0.0,
2864,161123,712,0.0,
2865,161124,9607,0.0,
2866,161125,18287,0.0,
2867,161126,8749,0.0,
2868,161127,756,0.0,
2869,161128,7569,0.0,
2870,161129,6214,0.0,
2871,161130,1589,0.0,
2872,161140,11950,0.0,
2873,161150,1387,0.0,
2874,161160,19243,0.0,
2875,161170,23172,0.0,
2876,161180,36011,3.0831358087318484E-6,
2877,161191,2283,0.0,
2878,161192,7572,0.0,
2879,161193,9035,0.0,
2880,161194,9351,0.0,
2881,161195,3901,0.0,
2882,161196,7829,1.3487341693965532E-6,
2883,161197,9846,2.9691918323905722E-8,
2884,161198,5401,0.0,
2885,161199,7755,0.0,
2886,161211,39,0.0,
2887,161212,29337,0.0,
2888,161213,1019,0.0,
2889,161214,8052,0.0,
2890,161215,4809,0.0,
2891,161216,6540,0.0,
2892,161217,2580,0.0,
2893,161218,2029,0.0,
2894,161219,6437,0.0,
2895,161220,16011,0.0,
2896,161230,15755,0.0,
2897,161240,19158,0.0,
2898,161250,25211,0.0,
2899,161260,27211,0.0,
2900,161270,34489,0.0,
2901,161310,17814,0.0,
2902,161320,36649,3.565728619910584E-7,
2903,161330,19193,0.0,
2904,161340,34426,0.0,
2905,161350,4765,0.0,
2906,161360,20375,0.0,
2907,161370,34580,0.0,
2908,161380,17055,0.0,
2909,161390,30231,0.0,
2910,161401,7398,0.0,
2911,161402,52009,0.0,
2912,161403,2530,0.0,
2913,161404,8368,0.0,
2914,161405,14875,0.0,
2915,161406,13585,0.0,
2916,161407,9830,0.0,
2917,161408,9914,0.0,
2918,161510,10082,0.0,
2919,161521,40,0.0,
2920,161522,112081,0.0,
2921,161523,7411,0.0,
2922,161524,50184,0.0,
2923,161525,8092,0.0,
2924,161526,16406,0.0,
2925,161527,2132,0.0,
2926,161528,12401,0.0,
2927,161529,19803,0.0,
2928,161530,3498,0.0,
2929,161541,486,0.0,
2930,161542,5206,0.0,
2931,161543,3909,0.0,
2932,161544,56056,0.0,
2933,161545,1330,0.0,
2934,161546,8124,0.0,
2935,161547,519,0.0,
2936,161548,13820,0.0,
2937,161549,18530,0.0,
2938,161551,114,0.0,
2939,161552,6492,0.0,
2940,161553,2858,0.0,
2941,161554,2299,0.0,
2942,161555,2248,0.0,
2943,161556,16807,0.0,
2944,161557,357,0.0,
2945,161558,14363,0.0,
2946,161559,1168,0.0,
2947,161561,5109,0.0,
2948,161562,8882,0.0,
2949,161563,469,0.0,
2950,161564,3937,0.0,
2951,161565,1094,0.0,
2952,161566,4926,0.0,
2953,161568,15903,0.0,
2954,161569,16280,0.0,
2955,161570,14066,0.0,
2956,161581,4259,0.0,
2957,161582,6777,0.0,
2958,161583,3041,0.0,
2959,161584,2984,0.0,
2960,161585,10235,0.0,
2961,161586,3932,0.0,
2962,161587,1932,0.0,
2963,161588,10641,0.0,
2964,161589,2656,0.0,
2965,161591,1257,0.0,
2966,161592,4280,0.0,
2967,161593,441,0.0,
2968,161594,1884,0.0,
2969,161595,1723,0.0,
2970,161596,15990,5.6375577667165875E-9,
2971,161597,5800,0.0,
2972,161598,2801,3.1515363113528815E-6,
2973,161599,2694,1.179165973333903E-5,
2974,161610,1605,0.0,
2975,161611,2548,0.0,
2976,161612,14564,0.0,
2977,161613,461,0.0,
2978,161614,29273,0.0,
2979,161615,978,0.0,
2980,161616,2058,0.0,
2981,161617,1702,0.0,
2982,161618,5104,0.0,
2983,161619,8244,0.0,
2984,161620,15105,0.0,
2985,161630,12879,0.0,
2986,161640,19285,1.408546493164024E-6,
2987,161650,8315,5.255476721436182E-8,
2988,161660,9708,0.0,
2989,161670,8506,0.0,
2990,161680,5393,0.0,
2991,161711,47179,0.0,
2992,161712,422,0.0,
2993,161713,98,0.0,
2994,161714,88,0.0,
2995,161720,4564,0.0,
2996,161730,16655,0.0,
2997,161740,18461,0.0,
2998,161750,12340,0.0,
2999,161760,10516,0.0,
3000,161770,17811,0.0,
3001,161780,22625,0.0,
3002,162011,631,0.0,
3003,162012,21680,2.188375716517249E-7,
3004,162013,499,0.0,
3005,162014,7905,0.0,
3006,162015,495,0.0,
3007,162016,8983,4.5962666676476124E-7,
3008,162017,23673,1.233334874604952E-7,
3009,162018,11754,0.0,
3010,162019,25428,0.0,
3011,162021,478,0.0,
3012,162022,18245,0.0,
3013,162023,9470,1.2422083099375347E-6,
3014,162024,4100,0.0,
3015,162025,383,0.0,
3016,162026,12156,0.0,
3017,162027,4553,0.0,
3018,162028,4221,0.0,
3019,162029,9801,0.0,
3020,162030,7411,0.0,
3021,162101,2,0.0,
3022,162102,37691,5.473475861641496E-7,
3023,162201,2389,9.802102678957492E-7,
3024,162202,7564,1.1589315840902135E-7,
3025,162203,1114,0.0,
3026,162204,44014,8.732000541865598E-6,
3027,162205,2762,1.579101615099432E-6,
3028,162206,15244,2.7850285838996155E-5,
3029,162207,150,0.0,
3030,162208,9937,1.3527656539009505E-5,
3031,162209,22747,8.210936905040245E-7,
3032,162300,7003,2.2235848571938733E-5,
3033,162410,21601,1.0757443953009965E-6,
3034,162420,21987,6.699953585360436E-7,
3035,162430,115,6.407130482311641E-6,
3036,162441,27,7.797825900328008E-6,
3037,162442,28110,1.955306960713603E-7,
3038,162443,1693,2.0228970966045107E-6,
3039,162444,19292,0.0,
3040,162445,200,3.95942338540848E-7,
3041,162446,3357,0.0,
3042,162447,5406,0.0,
3043,162448,2376,0.0,
3044,162449,10228,0.0,
3045,162450,35516,5.404299565503806E-6,
3046,162461,1506,0.0,
3047,162462,26838,7.14855907867871E-7,
3048,162463,5943,3.601385415612702E-6,
3049,162464,7740,5.430265711179747E-7,
3050,162465,11003,7.641567196012707E-5,
3051,162466,12614,1.3898457923761666E-5,
3052,162467,116,0.0,
3053,162468,7206,8.147791824204004E-6,
3054,162469,7872,1.7838139122223335E-5,
3055,162470,11163,7.786359047101085E-6,
3056,162480,28506,1.8987206099859286E-5,
3057,162490,28602,5.137657228804848E-5,
3058,162500,218,9.820826232878927E-4,
3059,162601,1448,2.558695739942651E-5,
3060,162602,13456,4.2487582911259407E-7,
3061,162603,11829,3.4664833500584043E-6,
3062,162604,8387,6.733932633572655E-7,
3063,162605,3102,0.0,
3064,162606,21799,1.4156700993253935E-6,
3065,162607,18924,3.949643694666098E-6,
3066,162608,9480,2.907367255054473E-6,
3067,162609,15632,8.593407373659815E-6,
3068,162701,4139,2.106363368740113E-5,
3069,162702,8276,0.0,
3070,162703,1185,0.0,
3071,162704,6169,0.0,
3072,162705,5345,0.0,
3073,162706,21122,0.0,
3074,162707,4226,0.0,
3075,162708,4564,0.0,
3076,162709,2120,0.0,
3077,162810,2886,0.0,
3078,162821,1278,0.0,
3079,162822,14329,6.660848414929747E-7,
3080,162823,3130,0.0,
3081,162824,12422,2.947224688381117E-7,
3082,162825,14388,0.0,
3083,162826,14129,0.0,
3084,162827,12615,1.7369583767063054E-7,
3085,162828,9497,0.0,
3086,162829,15905,6.066212153507111E-7,
3087,162830,345,3.477724886725701E-5,
3088,162840,28682,2.029920328175807E-7,
3089,162850,12850,3.0029595464691727E-6,
3090,162861,1817,0.0,
3091,162862,13483,0.0,
3092,162863,29,0.0,
3093,162864,7028,0.0,
3094,162865,5102,0.0,
3095,162866,24130,0.0,
3096,162867,6825,0.0,
3097,162868,8390,0.0,
3098,162869,9162,0.0,
3099,162870,29907,0.0,
3100,162881,297,0.0,
3101,162882,3580,0.0,
3102,162883,2453,0.0,
3103,162884,2616,0.0,
3104,162885,6820,0.0,
3105,162886,11838,5.619866435064844E-7,
3106,162887,8347,0.0,
3107,162888,2253,0.0,
3108,162889,3792,0.0,
3109,162891,1416,0.0,
3110,162892,11188,0.0,
3111,162893,2260,0.0,
3112,162894,19513,0.0,
3113,162895,15547,1.5729736822583205E-7,
3114,162896,12999,9.552370288858879E-9,
3115,162897,1046,0.0,
3116,162898,11069,0.0,
3117,162899,14621,5.272358558170625E-7,
3118,162910,15564,0.0,
3119,162921,351,0.0,
3120,162922,12471,0.0,
3121,162923,2896,2.6709226183601727E-8,
3122,162924,5129,0.0,
3123,162925,308,0.0,
3124,162926,8835,0.0,
3125,162927,6532,0.0,
3126,162928,2456,0.0,
3127,162929,4286,5.376850731074686E-7,
3128,162930,4877,7.770614335816088E-7,
3129,162940,9980,0.0,
3130,162950,5480,4.424145354784036E-8,
3131,162961,857,0.0,
3132,162962,5662,0.0,
3133,162963,190,0.0,
3134,162964,4341,1.743182887383325E-6,
3135,162965,6767,0.0,
3136,162966,10520,1.8678503704868795E-6,
3137,162967,6265,0.0,
3138,162968,2512,0.0,
3139,162969,5174,0.0,
3140,162970,24858,3.4874547089384745E-6,
3141,162980,7275,0.0,
3142,162990,19298,0.0,
3143,171000,22137,0.0030248655569579696,
3144,172110,12672,0.0018237598825721934,
3145,172111,33826,0.0033216555814577684,
3146,172112,14079,2.425229291710804E-5,
3147,172113,24338,0.0022310243800530588,
3148,172114,9793,3.374975959908757E-4,
3149,172115,16709,0.001670189404759604,
3150,172116,20494,4.6234688313355956E-5,
3151,172117,47717,6.930203716245827E-4,
3152,172118,27235,6.346249992691724E-5,
3153,172119,25026,2.9082986966789986E-4,
3154,172121,6223,0.0,
3155,172122,33266,0.0,
3156,172123,11104,0.0,
3157,172124,4838,0.0,
3158,172125,6863,0.0,
3159,172126,5581,0.0,
3160,172127,14545,0.0,
3161,172128,5398,0.0,
3162,172129,7386,0.0,
3163,172130,91666,0.0,
3164,172131,30128,5.5158987312772814E-5,
3165,172132,10706,1.1013875954004001E-5,
3166,172133,18647,1.4328189077383143E-7,
3167,172134,5759,0.0,
3168,172135,8649,0.0,
3169,172136,21620,0.0,
3170,172137,7006,3.524841988649292E-6,
3171,172138,13769,0.0,
3172,172139,23787,3.9017082795546714E-5,
3173,172141,7387,2.677713496269989E-6,
3174,172142,5529,0.0,
3175,172143,6133,0.0,
3176,172144,31075,0.0,
3177,172145,554,0.0,
3178,172146,3800,0.0,
3179,172147,2478,0.0,
3180,172148,7324,0.0,
3181,172149,10011,0.0,
3182,172150,3045,2.2417771571148575E-5,
3183,172160,35447,1.429593920575074E-7,
3184,172161,11587,1.543979048455845E-6,
3185,172162,8639,0.0,
3186,172163,8723,0.0,
3187,172164,33182,0.0,
3188,172165,14427,0.0,
3189,172166,10733,0.0,
3190,172167,14604,0.0,
3191,172168,8749,0.0,
3192,172169,5464,0.0,
3193,172170,5725,8.989272529187546E-6,
3194,172181,5447,0.0,
3195,172182,3815,1.1051330058750924E-6,
3196,172183,15249,2.0235605599577187E-6,
3197,172184,2882,0.0,
3198,172185,5401,1.4232183861729019E-8,
3199,172186,3960,0.0,
3200,172187,2603,0.0,
3201,172188,2971,0.0,
3202,172189,1591,0.0,
3203,172191,109,0.0,
3204,172192,18292,0.0,
3205,172193,43998,1.0057083130102027E-5,
3206,172194,9593,0.0,
3207,172195,16362,2.7892972534482577E-6,
3208,172196,40288,5.991830629172095E-6,
3209,172197,13768,1.1548762006733228E-6,
3210,172198,8087,2.84862186091992E-6,
3211,172199,4891,1.0561156189380586E-4,
3212,172210,2431,8.674076022463896E-5,
3213,172220,8846,2.7509245270926653E-6,
3214,172230,5837,0.0,
3215,172241,138,0.0,
3216,172242,16052,4.664310424373997E-6,
3217,172243,2125,0.0,
3218,172244,8325,4.238750473916526E-10,
3219,172245,12684,8.32024673601139E-7,
3220,172246,9695,6.808976973774482E-6,
3221,172247,1048,0.0,
3222,172248,6670,0.0,
3223,172249,32357,2.6459389449858015E-5,
3224,172250,24632,1.1546233970813733E-5,
3225,172261,15,0.0,
3226,172262,2033,9.692565347495341E-6,
3227,172263,2101,0.0,
3228,172264,1225,0.0,
3229,172265,962,0.0,
3230,172266,17405,0.0,
3231,172267,5678,0.0,
3232,172268,2176,0.0,
3233,172269,4557,1.965749364527211E-8,
3234,172271,9144,1.967754949934077E-6,
3235,172272,2498,0.0,
3236,172273,6521,0.0,
3237,172274,2726,0.0,
3238,172275,8858,6.030337161339887E-6,
3239,172276,6484,3.697328370893383E-5,
3240,172277,36,0.0,
3241,172278,6125,1.5889223815837016E-4,
3242,172279,3476,0.0,
3243,172280,9061,5.998944392657358E-6,
3244,172290,25431,1.4582812580864292E-6,
3245,172301,2314,1.472145005484799E-4,
3246,172302,38633,1.35902102821159E-5,
3247,172303,1095,2.368359347229019E-5,
3248,172304,4750,2.5202885157366385E-6,
3249,172305,1494,1.2135046475396799E-5,
3250,172306,9299,6.937060027821521E-7,
3251,172307,3079,1.158024290453226E-4,
3252,172308,2980,1.5086954237379922E-5,
3253,172309,16956,3.0087645597884425E-4,
3254,172410,27879,2.8292105991469674E-4,
3255,172421,2714,1.263486309884757E-4,
3256,172422,7668,1.0027029605636624E-6,
3257,172423,4231,4.3779286993092914E-5,
3258,172424,2503,1.4262988230305807E-6,
3259,172425,1824,0.0,
3260,172426,5714,6.57759759374352E-5,
3261,172427,3734,8.073115628947334E-6,
3262,172428,12101,0.0,
3263,172429,9469,0.0,
3264,172430,912,0.0013602187192997774,
3265,172441,4704,1.5359612230378983E-5,
3266,172442,3111,3.0388201415308595E-7,
3267,172443,305,1.6758477127238957E-6,
3268,172444,7434,6.801462424684538E-7,
3269,172445,4577,0.0,
3270,172446,5748,0.0,
3271,172447,4419,0.0,
3272,172448,2143,0.0,
3273,172449,11225,0.0,
3274,172451,8706,1.6880468749251433E-4,
3275,172452,6836,9.583473830540583E-7,
3276,172453,14235,2.2586264691730692E-5,
3277,172454,4835,0.0,
3278,172455,3757,0.0,
3279,172456,16162,5.00862527330642E-9,
3280,172457,1328,0.0,
3281,172458,17411,2.085978686798503E-6,
3282,172459,6391,1.6663858303852722E-6,
3283,172460,33261,6.001080984277408E-6,
3284,172471,18292,0.0,
3285,172472,6548,6.443413234381353E-6,
3286,172473,1649,0.0,
3287,172474,3905,3.75402983040711E-5,
3288,172475,3757,1.438079947746649E-5,
3289,172476,8039,1.465070830671372E-5,
3290,172477,1268,0.0,
3291,172478,8671,4.129456509913368E-5,
3292,172479,4150,0.0,
3293,172480,18162,1.2425195961939518E-5,
3294,172491,1066,0.0,
3295,172492,5341,0.0,
3296,172493,6428,0.0,
3297,172494,14545,6.6570034958049494E-6,
3298,172495,5416,0.0,
3299,172496,2152,0.0,
3300,172497,5058,9.654939564755815E-5,
3301,172498,10941,1.8074990950976146E-5,
3302,172499,5808,2.7352535776709864E-6,
3303,172510,21396,2.9266328637066186E-4,
3304,172521,437,0.0,
3305,172522,10648,0.0,
3306,172523,6255,4.429660623936463E-7,
3307,172524,5666,6.484835923162615E-7,
3308,172525,423,0.0,
3309,172526,3748,0.0,
3310,172527,6488,1.328884745168089E-5,
3311,172528,7048,9.109330089138665E-5,
3312,172529,2605,0.0,
3313,172530,16733,2.5723390613515218E-5,
3314,172541,1588,7.613961670379639E-9,
3315,172542,3073,2.8374049309361346E-5,
3316,172543,9454,1.342971165851366E-5,
3317,172544,4441,3.9472059459405536E-5,
3318,172545,1259,0.0,
3319,172546,10686,1.2818982253452601E-5,
3320,172547,3559,0.0,
3321,172548,1536,0.0,
3322,172549,5205,7.117452366545208E-8,
3323,172551,27368,4.691630139526298E-5,
3324,172552,8308,6.62187191820967E-9,
3325,172553,1461,0.0,
3326,172554,10833,0.0,
3327,172555,26230,1.5554163228872364E-6,
3328,172556,16420,0.0,
3329,172557,1702,0.0,
3330,172558,11136,2.1528936023198795E-6,
3331,172559,681,0.0,
3332,172560,17771,1.5004230504334348E-7,
3333,172570,489,0.0,
3334,172581,1814,0.0,
3335,172582,11315,0.0,
3336,172583,2228,0.0,
3337,172584,16997,0.0,
3338,172585,3,0.0,
3339,172586,2093,0.0,
3340,172587,2106,0.0,
3341,172588,1885,0.0,
3342,172589,11301,2.090194670747124E-6,
3343,172590,16495,1.8462631421072044E-6,
3344,172610,118,0.0,
3345,172620,23057,0.0,
3346,172630,22723,9.5292579591159E-9,
3347,172641,433,0.0,
3348,172642,9202,0.0,
3349,172643,737,0.0,
3350,172644,2843,0.0,
3351,172645,7405,4.848687523940369E-6,
3352,172646,5594,0.0,
3353,172647,3208,9.222919811840603E-6,
3354,172648,8307,7.758348945849271E-7,
3355,172649,7862,7.63405662655391E-6,
3356,172650,23597,1.2567839841826183E-6,
3357,172660,26765,8.857333162141575E-8,
3358,172670,20941,0.0,
3359,172681,1056,0.0,
3360,172682,6566,0.0,
3361,172683,3622,0.0,
3362,172684,2893,0.0,
3363,172685,1539,0.0,
3364,172686,5904,0.0,
3365,172687,7884,0.0,
3366,172688,7913,0.0,
3367,172689,6255,0.0,
3368,172691,306,0.0,
3369,172692,15172,0.0,
3370,172693,6236,0.0,
3371,172694,10021,0.0,
3372,172695,1128,0.0,
3373,172696,2597,0.0,
3374,172697,3332,0.0,
3375,172698,3051,0.0,
3376,172699,3862,0.0,
3377,172701,702,0.0,
3378,172702,7605,0.0,
3379,172703,587,0.0,
3380,172704,25665,0.0,
3381,172705,11,0.0,
3382,172706,3648,0.0,
3383,172707,898,0.0,
3384,172708,1845,0.0,
3385,172709,2160,0.0,
3386,172810,30318,4.120386398400425E-6,
3387,172821,1378,2.140373897476147E-5,
3388,172822,3264,5.7346360366932255E-5,
3389,172823,950,4.400764710743785E-5,
3390,172824,18354,4.923287050387615E-6,
3391,172825,3304,0.0,
3392,172826,8458,0.0,
3393,172827,337,0.0,
3394,172828,4952,0.0,
3395,172829,10580,0.0,
3396,172830,9207,0.0,
3397,172841,1343,0.0,
3398,172842,88261,0.0,
3399,172843,704,0.0,
3400,172844,16890,0.0,
3401,172845,11416,2.233807162458977E-6,
3402,172846,22907,4.135050321892171E-9,
3403,172847,17803,5.8500442235103646E-8,
3404,172848,6120,0.0,
3405,172849,15102,0.0,
3406,172850,500,0.0,
3407,172861,7331,1.4319440224877008E-6,
3408,172862,13035,3.1220500453572457E-9,
3409,172863,6967,0.0,
3410,172864,21854,0.0,
3411,172865,6497,0.0,
3412,172866,11221,0.0,
3413,172867,4437,0.0,
3414,172868,7085,0.0,
3415,172869,10008,0.0,
3416,172870,8677,0.0,
3417,172881,8792,0.0,
3418,172882,96040,3.7073337229203815E-7,
3419,172883,20743,1.929836603880466E-6,
3420,172884,6865,4.1854807913962926E-5,
3421,172885,757,0.0,
3422,172886,9147,5.313862281128417E-6,
3423,172887,7229,0.0,
3424,172888,9390,0.0,
3425,172889,17876,9.676016731334304E-6,
3426,172891,5368,0.0,
3427,172892,44491,1.1539192966192505E-6,
3428,172893,3827,8.445256489147348E-6,
3429,172894,45626,2.7305282339126964E-6,
3430,172895,16900,8.876745809358862E-6,
3431,172896,16125,1.662973145762704E-6,
3432,172897,30446,4.5534289506618744E-7,
3433,172898,7115,0.0,
3434,172899,12815,0.0,
3435,172911,13305,0.0,
3436,172912,32945,0.0,
3437,172913,11200,0.0,
3438,172914,15516,0.0,
3439,172915,17393,3.5588356941494096E-6,
3440,172916,4642,0.0,
3441,172917,1594,0.0,
3442,172918,6501,0.0,
3443,172919,2739,0.0,
3444,172921,182,0.0,
3445,172922,3697,0.0,
3446,172923,476,0.0,
3447,172924,2384,0.0,
3448,172925,1962,0.0,
3449,172926,15023,3.545471918127451E-7,
3450,172927,3292,7.3579932552614065E-6,
3451,172928,1900,0.0,
3452,172929,7945,0.0,
3453,172930,25689,2.9063109958888956E-6,
3454,172941,15377,4.472998598181851E-6,
3455,172942,9753,9.723048240155286E-7,
3456,172943,10626,1.852456403975777E-7,
3457,172944,15211,2.1876464544982592E-5,
3458,172945,552,0.0,
3459,172946,4101,1.7441648661668102E-5,
3460,172947,3542,0.0,
3461,172948,2334,0.0,
3462,172949,4953,5.148279897349248E-6,
3463,172951,4113,0.0,
3464,172952,2710,5.344608880165393E-6,
3465,172953,6341,2.3175640281899793E-5,
3466,172954,19100,9.845392401961638E-5,
3467,172955,994,0.0,
3468,172956,4853,1.5331950333470833E-6,
3469,172957,2008,0.0,
3470,172958,5255,2.3676400940061374E-4,
3471,172959,398,0.0,
3472,172961,521,0.0,
3473,172962,3561,1.552000721427999E-5,
3474,172963,2475,0.0,
3475,172964,12529,3.313616988591513E-5,
3476,172965,3443,2.1941847208155446E-5,
3477,172966,11759,5.123299894510761E-8,
3478,172967,1831,6.872454741284149E-7,
3479,172968,7774,1.530218113406997E-6,
3480,172969,6435,0.0,
3481,172971,4787,1.2835455513526147E-4,
3482,172972,24869,3.468307942974592E-5,
3483,172973,1939,2.8935085139609606E-5,
3484,172974,25349,1.3159443808044485E-4,
3485,172975,48,0.0,
3486,172976,32734,2.8760274964105168E-5,
3487,172977,27792,1.5068307121572716E-5,
3488,172978,21566,2.4818346597332863E-6,
3489,172981,1072,0.0,
3490,172982,5907,1.7896330737644758E-7,
3491,172983,19688,1.52180207036412E-6,
3492,172984,13273,5.834295308158562E-6,
3493,172985,538,0.0,
3494,172986,22030,9.08258943173375E-6,
3495,172987,1498,3.480129224016294E-6,
3496,172988,13883,1.1125450802415276E-6,
3497,172989,22027,9.723617969864886E-7,
3498,172991,11392,1.2948050110574137E-6,
3499,172992,7866,5.077377716675739E-7,
3500,172993,7349,1.5951033704261723E-6,
3501,172994,4322,2.0279434996679224E-5,
3502,172995,7804,1.1043453076812854E-7,
3503,172996,14268,1.6911801564102278E-6,
3504,172997,5310,9.294834920244004E-5,
3505,172998,6309,6.875673442908631E-6,
3506,172999,9932,1.2343354158234678E-4,
3507,173000,28340,0.006105397129557599,
3508,181100,33535,0.0,
3509,181201,5708,0.0,
3510,181202,2587,0.0,
3511,181203,6112,0.0,
3512,181204,1728,0.0,
3513,181205,1584,0.0,
3514,181206,13413,0.0,
3515,181207,3167,0.0,
3516,181208,3778,0.0,
3517,181209,2997,0.0,
3518,181300,22838,0.0,
3519,181401,6622,0.0,
3520,181402,3980,0.0,
3521,181403,6709,0.0,
3522,181404,5258,0.0,
3523,181405,6039,0.0,
3524,181406,12294,0.0,
3525,181407,1773,0.0,
3526,181408,9674,0.0,
3527,181409,16499,0.0,
3528,181500,26927,0.0,
3529,181601,7428,0.0,
3530,181602,20539,0.0,
3531,181603,291,0.0,
3532,181604,8953,0.0,
3533,181605,2474,0.0,
3534,181606,4390,0.0,
3535,181607,7217,0.0,
3536,181608,2535,0.0,
3537,181609,5606,0.0,
3538,181701,1012,0.0,
3539,181702,16411,0.0,
3540,181703,12915,0.0,
3541,181704,9728,0.0,
3542,181705,8856,0.0,
3543,181706,10506,0.0,
3544,181707,11294,0.0,
3545,181708,23079,0.0,
3546,181709,2851,0.0,
3547,181801,4091,0.0,
3548,181802,15717,0.0,
3549,181803,3746,0.0,
3550,181804,15659,0.0,
3551,181805,1075,0.0,
3552,181806,4512,0.0,
3553,181807,3354,0.0,
3554,181808,5950,0.0,
3555,181809,14579,0.0,
3556,181910,13109,0.0,
3557,181920,34554,0.0,
3558,181931,11839,0.0,
3559,181932,6425,0.0,
3560,181933,38655,0.0,
3561,181934,5803,0.0,
3562,181935,14810,0.0,
3563,181936,7099,0.0,
3564,181937,11747,0.0,
3565,181938,4883,0.0,
3566,181939,3277,0.0,
3567,181940,15596,0.0,
3568,181950,26981,0.0,
3569,181960,21939,0.0,
3570,181971,9002,0.0,
3571,181972,8730,0.0,
3572,181973,3864,0.0,
3573,181974,3471,0.0,
3574,181975,1898,0.0,
3575,181976,5568,0.0,
3576,181977,386,0.0,
3577,181978,5165,0.0,
3578,181979,2551,0.0,
3579,181980,21448,0.0,
3580,181991,1501,0.0,
3581,181992,1949,0.0,
3582,181993,2585,0.0,
3583,181994,2795,0.0,
3584,181995,3884,0.0,
3585,181996,16232,0.0,
3586,181997,3454,0.0,
3587,181998,6684,0.0,
3588,182000,0,0.0,
3589,183000,0,0.0,
3590,184000,2684,3.54582119706048E-6,
3591,185000,0,0.0,
3592,186000,0,0.0,
3593,187000,0,0.0,
3594,188000,0,0.0,
3595,211011,6,0.008887735954758964,
3596,211012,8464,0.002199025081963133,
3597,211013,10528,4.497802420724111E-4,
3598,211014,32142,1.0553801802347303E-4,
3599,211015,2664,5.522215677657409E-4,
3600,211016,4805,5.209665571391957E-4,
3601,211017,29696,7.570471650761494E-4,
3602,211018,35535,3.7216162030756186E-4,
3603,211019,2318,9.379582996130316E-4,
3604,211020,26675,2.4665096954223676E-4,
3605,211031,1356,7.706560585946375E-4,
3606,211032,31281,4.480094972161459E-4,
3607,211033,1267,3.401820579640641E-4,
3608,211034,30669,3.865877683384185E-4,
3609,211035,9903,7.446478741472565E-4,
3610,211036,15833,1.0300909665147464E-4,
3611,211037,13888,3.414810227897369E-4,
3612,211038,3875,9.583044290052281E-5,
3613,211039,528,0.0018379125469283977,
3614,211040,13347,2.760201237383686E-4,
3615,211050,8497,4.4360613525558904E-4,
3616,211051,2,0.002885733054987033,
